	b170D	b170F	b170I	b4859D	b4859F	b4859I	b689D	b689F	b689I	b8808D	b8808F	b8808I	b8826D	b8826F	b8826I	b8827D	b8827F	b8827I	b9366D	b9366F	b9366I	b9377D	b9377F	b9377I	b9382D	b9382F	b9382I	b9393D	b9393F	b9393I	nb170D	nb170F	nb170I	nb4859D	nb4859F	nb4859I	nb689D	nb689F	nb689I	nb8808D	nb8808F	nb8808I	nb8826D	nb8826F	nb8826I	nb8827D	nb8827F	nb8827I	nb9366D	nb9366F	nb9366I	nb9377D	nb9377F	nb9377I	nb9382D	nb9382F	nb9382I	nb9393D	nb9393F	nb9393I
ASV_2507	5	3	12	17	15	0	6	5	0	4	4	6	3	12	6	4	19	34	3	2	6	6	50	0	1	28	0	0	2	0	3	12	15	4	0	7	3	10	8	15	9	17	30	2	8	13	7	27	9	13	16	20	2	4	16	6	16	9	2	1
ASV_927	3	7	1	4	9	17	1	0	3	1	1	2	4	1	1	16	0	3	0	0	0	0	5	0	0	4	0	0	0	0	10	6	14	47	0	5	14	31	12	9	20	19	11	2	8	19	33	4	16	64	14	18	10	6	49	0	8	20	4	1
ASV_752	2	0	3	0	4	0	1	0	0	0	3	0	0	66	3	7	43	3	3	4	0	0	10	0	0	6	0	0	0	1	13	10	14	12	2	3	10	20	4	34	2	4	41	1	12	41	0	33	3	11	1	12	31	7	25	16	0	16	8	11
ASV_755	9	3	11	0	7	12	1	3	3	0	1	0	2	16	0	3	33	0	1	1	0	0	12	0	0	2	0	0	1	0	6	6	26	4	0	3	9	15	2	63	12	1	12	0	2	8	1	0	10	6	0	82	90	4	16	27	0	23	7	0
ASV_694	0	1	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	32	0	1	0	0	0	0	4	15	7	12	0	9	17	1	11	8	235	5	14	0	13	9	3	17	13	4	9	12	1	0	0	4	47	18	3	3
ASV_779	0	4	0	8	7	21	1	0	2	4	0	35	2	0	13	7	1	7	0	0	13	0	0	2	0	0	6	2	2	6	1	0	0	10	0	1	8	5	0	7	4	0	7	0	0	5	0	2	23	20	184	77	16	29	3	0	0	5	3	1
ASV_785	0	0	1	0	0	0	0	3	0	0	0	0	0	3	4	0	11	2	0	6	0	0	0	0	0	0	0	0	0	0	30	55	26	10	1	1	103	127	10	3	28	3	0	11	6	0	0	0	5	5	9	12	28	18	6	3	0	19	5	0
ASV_1343	0	5	8	0	16	0	1	0	0	0	1	4	0	6	10	3	2	7	2	4	1	1	2	0	2	11	0	0	1	0	2	12	11	14	58	12	6	4	8	15	15	14	15	2	16	19	18	3	4	11	4	7	12	11	23	6	1	24	116	3
ASV_651	0	8	0	0	4	39	0	0	0	0	1	4	2	9	5	0	1	8	2	9	1	0	3	4	0	4	0	0	3	2	4	28	16	1	0	22	0	8	8	1	44	9	1	24	10	4	9	2	8	24	124	1	54	6	0	23	0	10	0	2
ASV_914	0	3	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	4	0	0	2	0	0	0	0	12	23	1	2	2	4	33	125	10	22	14	20	86	6	21	20	6	4	32	16	0	11	11	22	3	1	0	14	13	0
ASV_1439	5	6	1	4	16	24	17	3	4	4	2	2	0	8	4	10	13	0	7	3	0	0	5	0	0	3	0	0	0	0	10	8	13	18	44	21	4	7	14	6	17	26	27	31	7	16	2	9	10	18	9	9	7	5	4	25	18	10	10	4
ASV_830	0	24	5	2	2	0	0	0	0	0	2	0	0	0	11	4	0	7	13	0	0	0	5	0	1	4	0	2	57	13	6	10	49	7	11	0	2	2	83	7	5	16	2	5	4	31	74	22	4	5	1	8	18	7	0	6	3	2	5	0
ASV_858	1	0	0	0	0	0	1	0	0	4	0	0	0	0	1	1	12	0	9	0	5	0	1	0	0	1	0	0	0	0	2	26	21	0	12	50	0	9	18	0	14	3	0	32	36	0	0	0	1	22	4	3	5	78	1	8	88	0	20	58
ASV_936	0	4	1	0	335	0	0	36	0	0	0	4	0	77	0	0	70	1	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_714	0	61	0	0	0	0	0	0	20	1	11	0	0	0	14	0	0	0	0	0	0	0	2	0	0	2	4	0	9	0	3	11	23	50	3	12	5	10	34	0	2	6	1	4	0	4	120	24	3	3	0	10	18	15	4	10	1	4	15	27
ASV_810	8	0	194	2	23	0	3	0	0	1	10	0	1	5	6	0	7	17	2	10	0	0	5	77	0	18	0	0	4	2	1	0	1	13	0	0	3	11	1	1	12	7	2	0	0	1	3	70	1	2	8	2	0	0	1	0	0	2	7	2
ASV_961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	67	1	6	0	0	0	0	0	1	0	0	104	43	0	10	30	1	22	14	0	29	15	0	7	25	0	0	0	0	36	27	0	11	27	0	18	13	0	4	29
ASV_1127	0	0	5	0	2	0	0	0	0	0	1	0	0	1	0	0	1	3	0	1	309	0	0	0	0	0	0	1	0	1	0	64	22	0	0	7	0	0	3	1	16	3	1	4	8	0	0	0	0	45	1	0	3	4	0	9	20	0	0	8
ASV_718	0	15	8	4	3	0	1	0	0	10	2	15	6	8	30	21	3	12	2	2	1	30	3	11	0	4	1	0	19	20	12	2	9	8	0	0	12	0	0	30	70	18	21	29	13	18	6	4	10	1	3	12	1	0	1	0	0	28	5	0
ASV_729	2	0	0	0	4	10	0	0	1	1	0	0	1	5	0	0	0	3	0	1	0	22	2	167	0	0	0	0	33	1	3	6	8	27	1	0	10	4	9	2	7	7	7	0	0	22	30	2	19	5	21	63	9	9	7	1	0	10	2	0
ASV_831	3	1	5	9	48	31	3	0	10	6	5	0	5	3	24	1	0	5	18	24	17	36	37	81	7	20	32	8	11	84	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0
ASV_874	0	6	2	3	58	10	2	0	0	0	6	2	2	9	13	3	0	4	1	14	5	1	20	273	0	4	11	0	5	77	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ASV_606	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	22	4	386	84	1	3	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	2	0	8	20	0
ASV_900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	299	0	0	73	0	0	0	2	0	0	8	0	93	2	0	1	0	0	25	4	0	2	1	0	4	0	0	22	2
ASV_1019	0	0	0	0	0	71	0	11	53	0	0	9	0	5	25	61	0	9	0	11	28	64	73	29	0	0	32	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	7	4	0	0	0	1	26	0	5	0	2	3	5
ASV_2307	7	3	5	11	3	25	3	0	6	4	0	1	5	1	6	3	30	1	6	5	0	8	3	0	2	3	1	0	7	6	6	14	9	15	2	22	9	16	5	10	0	36	4	4	13	14	4	14	14	10	1	18	9	4	24	20	33	14	39	1
ASV_801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	31	7	0	105	0	0	14	0	0	62	0	0	8	0	0	27	0	0	111	2	35	112	0	2	6	9	0
ASV_865	0	0	2	0	4	0	0	0	0	1	3	0	0	0	0	2	2	5	0	3	3	6	4	6	0	6	1	0	2	0	12	1	5	33	1	11	24	33	12	23	1	4	10	6	40	12	19	24	16	21	10	28	8	10	46	26	11	28	12	0
ASV_2355	0	4	6	0	17	0	1	0	0	3	9	1	0	103	4	1	3	38	0	9	9	0	5	0	0	28	1	0	8	4	2	10	10	8	0	2	9	12	18	5	10	17	2	0	1	10	29	3	11	7	9	23	9	5	11	19	13	14	8	5
ASV_1989	0	0	14	0	0	1	1	64	0	0	0	81	0	0	102	1	0	118	0	5	6	37	37	0	1	0	7	0	0	0	1	13	8	1	0	0	0	1	0	0	1	0	0	0	0	0	1	12	0	1	0	0	0	0	1	17	3	0	0	0
ASV_715	0	0	0	0	0	0	0	1	0	0	2	0	0	0	5	0	0	0	0	0	6	0	4	0	0	0	0	0	0	1	0	0	223	0	2	0	0	3	0	0	90	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	1
ASV_890	2	0	0	1	8	1	0	0	0	0	3	0	0	3	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	7	8	15	14	0	2	1	13	9	39	2	39	98	59	16	18	11	42	31	14	8	7	12	18	12	5	0	9	0	1
ASV_913	0	1	1	0	10	56	1	2	4	3	0	0	3	38	42	1	9	11	5	16	21	3	22	59	2	15	22	14	9	79	1	3	0	1	0	0	10	6	0	1	0	42	0	0	0	1	0	0	6	0	0	8	1	2	0	0	0	4	0	0
ASV_1398	1	8	0	8	11	0	4	0	0	17	14	0	1	6	0	0	1	4	21	4	1	0	3	0	0	2	3	0	0	0	6	3	3	6	1	24	5	3	4	10	6	48	18	4	0	22	13	197	6	2	5	6	2	7	0	0	2	7	3	12
ASV_698	3	2	5	1	7	2	0	0	1	0	1	0	1	5	0	0	0	1	0	1	0	1	5	10	0	2	0	0	2	2	8	17	12	27	6	4	6	23	19	13	65	6	17	19	21	10	7	29	7	27	1	17	22	22	21	14	0	14	23	5
ASV_910	4	1	7	6	1	0	2	2	0	4	31	176	0	14	43	8	17	44	29	22	16	0	10	1	20	61	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0
ASV_1267	1	0	18	5	18	49	2	0	2	0	0	0	11	2	5	5	1	8	14	13	51	46	12	56	2	8	32	1	15	47	0	0	0	7	0	0	14	3	11	6	0	3	2	7	2	7	0	0	5	2	0	6	2	5	13	0	0	10	3	0
ASV_2772	14	1	3	28	7	22	26	0	1	9	1	0	4	3	8	0	25	3	5	2	0	19	3	44	1	4	0	1	7	14	5	14	0	8	39	38	20	19	16	10	2	12	6	3	9	14	3	1	7	2	7	11	4	2	2	3	0	11	4	5
ASV_731	0	22	14	0	3	0	0	0	3	0	4	0	0	4	2	0	21	6	0	2	3	1	1	29	0	6	3	0	3	0	19	0	1	20	36	0	15	0	6	9	7	29	24	2	42	29	17	22	21	1	0	5	0	6	14	0	0	17	2	61
ASV_1476	5	0	4	2	7	0	1	0	0	1	0	0	0	15	9	4	0	0	10	5	3	2	0	0	5	0	0	0	1	3	3	10	8	37	1	0	12	15	12	15	22	15	15	1	2	21	5	0	19	2	6	38	4	2	48	20	0	29	90	2
ASV_935	0	0	0	0	1	0	2	0	0	0	0	16	0	0	3	3	3	11	0	1	1	0	4	0	0	3	0	0	48	0	4	8	114	0	1	3	2	5	51	7	7	16	4	2	5	17	29	10	4	37	41	0	3	3	0	0	0	5	56	0
ASV_876	13	0	18	2	0	0	1	0	0	4	9	0	0	12	1	14	20	2	1	3	0	0	8	0	0	39	0	0	0	0	76	65	0	9	0	2	4	3	5	10	18	6	44	6	9	12	8	28	11	2	5	7	7	3	18	8	1	13	0	1
ASV_723	10	0	4	1	12	0	0	0	0	9	2	0	2	3	5	9	0	16	0	5	10	14	1	0	1	11	0	9	167	19	18	27	1	2	0	0	7	3	0	28	59	5	8	0	1	6	3	0	3	3	3	8	2	0	0	21	0	6	3	0
ASV_753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	20	0	0	43	1	0	39	0	0	91	4	0	5	0	0	28	0	0	197	0	0	61	0	8	17	4	0
ASV_736	0	0	0	2	1	0	0	0	0	0	12	0	0	1	1	0	0	6	0	1	0	0	1	0	2	2	0	0	0	0	43	25	7	22	3	5	44	9	10	34	3	12	3	1	11	27	6	0	18	59	6	24	8	6	17	16	0	30	44	3
ASV_1352	0	2	11	0	89	0	0	0	1	1	7	4	0	18	11	1	12	185	0	8	0	0	7	0	0	25	0	0	12	0	0	0	0	0	35	1	0	11	3	3	0	1	3	0	2	5	2	0	0	1	0	1	3	10	0	14	30	0	4	1
ASV_2447	0	0	21	1	2	8	0	0	0	0	0	16	0	1	0	0	1	8	0	4	0	0	5	0	0	4	0	0	4	3	13	19	0	2	0	1	6	13	16	14	10	13	8	1	19	22	43	32	24	23	32	4	4	34	8	11	0	44	29	1
ASV_760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	34	3	15	52	25	15	29	6	7	13	0	6	46	76	28	35	3	0	19	5	8	24	20	0	32	5	2
ASV_1273	0	0	0	0	0	0	0	25	0	0	0	36	0	1	0	0	0	56	0	4	83	1	249	0	0	0	0	0	0	0	0	3	0	2	4	3	0	1	5	0	13	2	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	27	0
ASV_1645	6	5	10	1	12	0	2	0	0	4	1	9	2	18	17	30	0	0	12	2	2	4	0	0	0	10	6	8	27	29	7	15	12	5	0	0	2	9	8	17	3	88	9	4	0	2	5	0	18	6	0	19	3	6	26	2	0	16	2	22
ASV_1121	0	0	3	0	8	0	0	0	0	0	4	0	0	4	3	0	0	3	0	472	2	0	3	0	0	11	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_977	63	3	57	1	4	28	6	0	0	3	3	1	0	3	5	1	0	8	1	0	0	0	2	0	0	8	4	1	0	4	23	3	2	6	0	38	5	19	3	5	2	7	9	1	2	4	5	44	7	100	10	3	2	4	0	2	3	3	4	0
ASV_1838	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	1	94	0	0	0	0	0	0	0	0	0	3	14	43	0	3	26	0	3	26	0	5	9	0	13	33	0	1	0	1	22	17	1	4	23	0	13	54	0	4	102
ASV_1062	6	0	0	9	0	0	3	0	0	8	4	0	0	0	0	44	0	0	13	10	7	0	0	0	0	0	0	0	0	0	0	18	30	0	32	42	0	22	14	0	23	16	0	6	20	0	5	0	1	36	7	4	9	39	4	24	13	0	2	49
ASV_2317	0	2	8	2	30	29	0	0	4	0	6	9	0	7	23	1	10	5	2	21	5	1	10	0	0	8	7	1	15	27	11	8	9	54	20	33	8	6	9	9	13	12	8	6	3	2	0	12	8	16	1	10	1	4	2	4	2	9	2	5
ASV_728	0	0	0	0	4	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	27	26	3	1	9	7	57	22	1	12	11	0	28	34	22	47	11	45	5	7	0	10	12	1	3	15	31	46
ASV_764	0	3	21	0	1	0	0	1	0	0	0	0	0	5	0	0	8	7	0	12	1	0	0	30	0	3	0	0	10	3	9	74	25	10	12	4	15	24	25	5	2	8	10	3	4	9	5	34	3	22	0	5	4	2	28	6	1	49	11	4
ASV_939	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	1	0	0	0	0	4	5	3	3	0	14	18	22	15	0	20	7	16	41	14	5	34	7	7	9	12	38	8	8	22	10	30	29	25	14	16	0	20	10	10
ASV_833	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	1	0	0	0	0	1	0	0	21	0	0	169	223	12	3	0	1	0	0	0	5	0	0	8	0	10	19	5	10	0	0	0	8	1	2
ASV_1242	0	2	4	2	35	0	6	0	0	0	2	0	0	23	43	5	14	3	26	2	1	10	5	39	0	4	12	0	5	16	9	3	3	10	2	0	25	20	3	21	1	26	14	3	0	13	2	0	14	2	1	14	0	0	29	18	0	14	7	3
ASV_836	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	97	12	0	58	42	0	23	3	0	26	4	0	46	44	0	0	0	0	19	6	0	4	12	1	11	11	0	15	61
ASV_1100	2	2	5	15	64	16	19	117	1	14	0	5	9	10	1	7	2	44	8	4	1	10	25	0	0	27	1	5	16	21	1	0	0	2	0	0	5	8	0	4	0	3	0	0	0	2	3	16	4	1	0	3	0	2	0	0	0	5	0	5
ASV_2326	1	1	7	1	0	37	1	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	6	0	0	2	5	6	17	1	35	0	16	25	11	22	20	5	5	32	6	36	16	14	9	18	8	1	14	4	4	21	31	10	28	29	4
ASV_809	5	83	10	0	19	4	0	0	0	8	5	6	0	15	7	2	1	11	3	8	3	3	5	2	0	10	22	1	19	62	5	1	3	17	0	0	5	2	3	11	0	3	1	1	2	4	1	11	9	7	0	6	2	13	16	1	23	19	11	24
ASV_816	0	1	0	6	10	0	3	0	0	6	0	0	5	1	3	3	0	2	1	6	7	4	0	0	0	7	3	4	5	20	18	18	6	32	0	0	176	35	2	4	4	0	6	2	0	3	0	0	24	0	0	35	6	4	4	1	0	28	2	7
ASV_1173	1	3	10	1	14	0	0	0	0	5	5	0	0	18	5	7	17	3	6	16	0	8	1	0	0	6	4	0	0	3	3	10	8	12	0	5	11	7	11	4	1	8	6	4	0	13	4	10	14	4	3	43	119	20	22	13	0	19	0	5
ASV_1327	0	0	3	0	0	0	1	8	0	0	2	4	0	3	0	1	0	8	3	0	47	0	1	0	0	0	0	0	0	0	0	40	34	0	0	15	0	26	20	0	48	28	0	28	30	0	0	0	1	38	66	0	0	4	0	30	11	0	6	6
ASV_1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	502	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	70	0	0	83	0	0	0	0	75	7	0	0	133	0	0	0	1	42	0	0	5	41	6	7	19	0	0	12
ASV_799	0	0	0	1	2	0	0	230	0	0	15	0	2	5	13	0	2	3	1	4	0	0	0	10	0	2	6	0	2	0	5	1	16	2	0	0	1	28	59	3	1	3	1	0	4	2	0	13	7	10	17	2	0	5	2	5	19	3	0	1
ASV_909	3	1	4	4	14	39	0	0	1	5	1	0	10	0	5	5	0	4	1	7	0	11	2	0	0	0	0	0	6	5	9	5	20	29	0	2	9	19	7	7	14	3	10	3	2	18	10	15	25	3	1	35	2	3	46	32	4	38	9	0
ASV_1232	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	2	1	0	0	0	481	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	5	0	0	1	0	0	1
ASV_1301	0	0	31	0	7	1	0	8	27	6	31	16	0	13	7	1	36	15	1	15	0	0	6	4	3	23	1	0	29	1	6	9	4	0	0	46	0	6	7	1	8	6	2	8	27	5	1	1	16	2	1	2	0	9	8	14	0	14	18	3
ASV_1348	0	1	132	0	59	0	1	0	0	0	25	1	0	9	1	3	3	11	1	10	5	0	11	3	4	24	1	1	19	4	2	11	4	4	16	6	4	0	4	1	2	0	2	15	27	1	1	5	11	4	5	5	4	18	2	0	3	3	1	16
ASV_652	0	7	0	0	0	0	0	0	0	0	3	13	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	53	1	0	0	10	0	33	7	6	10	1	2	12	0	9	140	72	15	31	9	2	13	10	1	15	0	5	0	12
ASV_1995	0	0	1	8	0	2	0	0	0	12	0	0	1	2	20	0	0	0	0	10	2	0	1	0	0	0	4	0	2	1	0	46	15	2	0	47	6	4	60	4	3	43	5	33	37	0	0	0	6	1	44	11	6	10	6	4	10	9	0	27
ASV_790	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	10	3	4	15	0	41	22	15	26	33	7	60	42	0	2	20	11	64	29	5	1	23	2	1	0	0	4	40	5	1
ASV_846	0	1	1	6	23	16	13	0	0	0	0	0	0	0	1	1	0	2	6	4	2	47	1	11	6	15	33	4	0	6	9	25	5	18	0	5	19	11	7	9	13	4	58	19	6	3	0	0	7	5	0	8	6	5	48	3	0	12	0	0
ASV_894	5	0	0	9	0	0	4	0	0	293	0	0	47	0	0	2	0	0	10	0	0	4	0	3	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1379	0	2	6	1	6	9	0	1	0	2	14	26	0	2	15	1	1	5	4	10	8	0	6	0	8	5	7	0	5	13	7	16	13	20	4	12	10	9	18	5	11	26	11	5	7	12	8	49	17	10	10	12	2	2	5	6	0	30	3	5
ASV_2152	1	0	1	0	3	0	1	0	0	0	0	2	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	2	22	26	2	24	3	27	35	17	14	9	0	43	13	4	11	8	25	4	15	15	1	10	13	40	21	23	1	15	40	5
ASV_1045	0	0	0	1	5	0	1	0	0	1	0	1	0	0	6	0	0	0	2	0	0	4	0	0	2	1	0	1	7	1	5	10	0	64	0	6	148	25	3	7	3	3	3	0	2	13	0	24	23	21	1	42	3	9	3	1	11	23	14	1
ASV_1718	4	3	20	2	16	0	0	2	0	2	7	0	0	2	26	4	35	2	12	5	11	2	8	0	0	11	6	4	7	11	8	4	19	13	16	16	21	10	10	18	12	3	10	6	37	6	19	14	4	7	6	8	4	15	2	0	0	4	0	7
ASV_957	0	1	41	0	15	2	0	0	0	0	0	0	1	1	4	0	1	4	0	4	3	0	7	20	0	7	3	0	0	8	13	55	8	2	16	2	6	89	19	3	1	10	3	10	2	4	6	7	8	29	13	2	13	5	12	10	7	17	5	2
ASV_1362	10	5	17	3	11	0	1	0	0	5	4	0	7	18	9	7	20	8	12	2	3	0	4	8	1	5	3	0	3	3	15	4	9	16	1	6	17	6	3	16	3	6	35	2	3	40	6	26	25	3	2	11	12	2	17	3	17	16	4	3
ASV_2807	0	18	4	0	49	17	0	0	2	0	26	0	0	5	22	0	0	91	0	10	3	0	14	0	0	84	0	0	13	8	0	0	0	24	0	0	2	3	1	3	7	15	1	2	0	5	0	15	10	8	1	5	1	0	1	0	9	3	14	1
ASV_853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	28	38	0	0	63	0	18	47	0	16	36	0	18	12	0	0	0	0	13	26	0	5	16	3	3	75	0	0	56
ASV_976	24	98	14	11	34	21	6	0	5	5	4	0	13	16	15	23	2	0	22	10	7	33	5	0	5	15	5	6	29	42	2	4	0	2	0	0	8	1	0	0	0	0	0	0	4	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0
ASV_3007	0	35	6	1	20	0	0	0	0	0	43	3	0	13	17	0	24	51	1	18	3	5	17	0	0	90	0	0	14	1	2	1	2	10	0	2	6	5	6	3	1	6	0	0	12	2	4	15	5	2	2	2	3	1	1	8	4	13	16	0
ASV_882	4	0	0	3	1	0	3	0	8	2	3	17	0	6	4	0	0	9	2	0	13	0	1	14	1	8	5	0	2	0	11	0	2	23	63	13	10	4	1	25	6	11	11	6	3	10	2	3	11	7	5	13	0	5	7	3	49	23	42	21
ASV_750	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	10	1	13	19	2	8	66	1	26	8	0	35	9	15	69	2	16	11	3	1	11	4	14	13	3	0	50	54	0
ASV_787	1	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	6	1	0	0	0	3	9	0	0	0	7	0	2	5	0	5	11	1	5	2	0	1	0	0	1	1	0	0	22	71	306	9	1	0	0	9	1	9	0	0
ASV_1006	0	0	0	3	3	0	0	0	0	0	2	1	0	0	2	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	5	6	3	0	0	24	6	23	20	26	20	55	13	11	19	12	7	26	18	15	104	6	3	6	7	24	1	10	0	0
ASV_1056	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	57	14	0	68	37	0	13	40	0	5	10	0	40	16	0	3	0	1	16	3	0	45	14	0	9	62	0	2	28
ASV_775	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	14	126	186	2	4	3	0	9	2	0	0	2	1	6	1	37	1	19	8	16	12	1	0	0	6	9	0
ASV_777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	10	0	3	24	0	0	0	0	0	0	0	4	1	0	0	28	0	0	267	0	2	21	5	114	2	0	7
ASV_1082	25	0	0	156	0	0	44	0	0	40	0	0	2	0	0	6	0	0	3	0	0	81	1	0	79	0	2	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_717	1	0	8	0	2	16	0	0	1	0	0	0	0	1	1	0	2	1	0	5	10	0	0	0	0	0	0	0	1	0	4	2	6	1	105	12	1	1	5	10	0	0	4	8	24	3	33	122	7	13	3	1	8	5	13	5	3	6	36	0
ASV_866	1	0	4	0	0	0	1	0	14	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9	0	0	11	9	0	48	0	0	9	0	1	4	0	0	5	0	0	7	0	2	48	0	4	75	0	218	5	10	0
ASV_919	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	5	0	0	5	0	0	69	10	7	15	11	0	24	17	1	43	14	2	2	16	3	5	0	18	35	12	41	2	41	11	12	0	1	1	37
ASV_903	0	0	0	4	1	0	0	0	0	3	0	0	1	2	3	10	4	0	5	2	0	48	8	0	0	8	0	0	0	0	6	0	12	23	0	8	15	7	2	25	22	5	37	5	2	22	10	0	15	64	13	23	0	2	17	9	0	24	22	0
ASV_1029	5	7	1	5	5	10	15	0	0	0	1	0	6	0	1	9	7	4	0	1	0	0	0	0	0	1	4	5	2	0	16	2	24	47	0	11	8	13	5	22	1	0	16	3	7	28	3	22	12	2	1	36	0	3	47	29	0	23	5	13
ASV_928	0	0	2	1	1	10	10	93	35	1	1	16	0	4	0	0	5	0	2	2	0	0	0	0	0	0	0	0	3	0	6	1	95	2	7	3	1	4	8	22	6	7	8	0	6	6	12	23	1	33	32	0	0	0	0	5	9	4	1	0
ASV_1077	0	2	15	0	23	0	2	0	0	0	2	0	0	0	9	0	0	2	1	4	3	0	0	0	0	10	0	0	0	0	6	31	64	45	0	38	12	27	16	10	4	12	9	0	22	13	3	20	7	10	6	12	3	6	20	6	0	6	4	2
ASV_1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	24	31	0	0	127	0	3	1	0	11	7	0	6	50	0	25	0	0	70	2	0	0	7	0	35	27	0	0	41
ASV_761	5	3	2	0	4	0	0	0	0	0	2	0	0	54	0	0	2	4	0	1	0	0	7	0	0	26	0	0	0	0	11	43	3	5	0	3	7	61	3	24	46	4	31	0	9	15	17	21	4	14	4	9	14	4	14	0	0	3	8	0
ASV_802	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	23	2	0	0	0	0	2	0	0	1	2	0	0	0	1	4	3	1	379	4	2	1	0	3	1	1	8	0	0	2	3	9	1	0	0	3	2	3	0	0	0	2	10	0
ASV_789	0	3	2	1	19	38	0	0	5	5	21	0	0	6	20	3	2	1	3	75	53	0	2	14	0	3	1	0	35	79	0	0	1	0	0	2	6	1	0	2	11	1	1	8	9	1	0	0	11	17	4	3	5	4	0	1	0	3	4	0
